UF,MUNICIPIO,ESTABELECIMENTO,LOGRADOURO,NUMERO,BAIRRO,ENDERECO_COMPLETO,latitude,longitude,address,point,cep
MG,GOVERNADOR VALADARES,ESF XONIN,RUA MARCIEL CIRIACO DA SILVA,288,XONIN,"RUA MARCIEL CIRIACO DA SILVA, XONIN, GOVERNADOR VALADARES, MG, BRASIL",-18.64438,-42.04183,"Rua Marçal Ciríaco da Silva, 35109-000, Governador Valadares","18 38m 39.768s S, 42 2m 30.588s W",35109-000
MG,GOVERNADOR VALADARES,ESF ALTINOPOLIS I E II,RUA SETE,S/N,SANTO ANTONIO,"RUA SETE, SANTO ANTONIO, GOVERNADOR VALADARES, MG, BRASIL",-18.86735,-41.96056,"Rua Santo Antônio, 35030-640, Governador Valadares","18 52m 2.46s S, 41 57m 38.016s W",35030-640
MG,GOVERNADOR VALADARES,AMBULATORIO DE LESOES DR RUI PIMENTA FILHO,RUA OSWALDO CRUZ,30,CENTRO,"RUA OSWALDO CRUZ, CENTRO, GOVERNADOR VALADARES, MG, BRASIL",-18.8508202,-41.940771600000005,"Rua Osvaldo Cruz, Centro, Governador Valadares, Região Geográfica Imediata de Governador Valadares, Região Geográfica Intermediária de Governador Valadares, Minas Gerais, Região Sudeste, 35010-000, Brasil","18 51m 2.95272s S, 41 56m 26.7778s W",35010-000
MG,GOVERNADOR VALADARES,UBS VILA MARIANA,RUA SANTA BARBARA,112,VILA MARIANA,"RUA SANTA BARBARA, VILA MARIANA, GOVERNADOR VALADARES, MG, BRASIL",-18.8585429,-41.955853000000005,"Rua Santa Bárbara, Vila Mariana, Governador Valadares, Região Geográfica Imediata de Governador Valadares, Região Geográfica Intermediária de Governador Valadares, Minas Gerais, Região Sudeste, 35010-173, Brasil","18 51m 30.7544s S, 41 57m 21.0708s W",35010-173
MG,GOVERNADOR VALADARES,ESF PONTAL,AV TEODORO JOSE SOARES,S/N,SANTO ANTONIO PONTAL,"AV TEODORO JOSE SOARES, SANTO ANTONIO PONTAL, GOVERNADOR VALADARES, MG, BRASIL",-18.7918,-42.07271,"Rua José Coutinho, 35101-000, Governador Valadares","18 47m 30.48s S, 42 4m 21.756s W",35101-000
MG,GOVERNADOR VALADARES,ESF BELA VISTA,RUA E,471,BELA VISTA,"RUA E, BELA VISTA, GOVERNADOR VALADARES, MG, BRASIL",-18.83791,-41.94876,"Rua Bela Vista, 35059-080, Governador Valadares","18 50m 16.476s S, 41 56m 55.536s W",35059-080
MG,GOVERNADOR VALADARES,ESF SANTA TEREZINHA,RUA OMAR MAGALHAES,940,SANTA TEREZINHA,"RUA OMAR MAGALHAES, SANTA TEREZINHA, GOVERNADOR VALADARES, MG, BRASIL",-18.8658383,-41.9525718,"Rua Vereador Omar de Magalhães, Santa Terezinha, Governador Valadares, Região Geográfica Imediata de Governador Valadares, Região Geográfica Intermediária de Governador Valadares, Minas Gerais, Região Sudeste, 35032-070, Brasil","18 51m 57.0179s S, 41 57m 9.25848s W",35032-070
MG,GOVERNADOR VALADARES,ESF JARDIM DO TREVO,AVENIDA EDSON SIRINO CAMPOS,201,JARDIM DO TREVO,"AVENIDA EDSON SIRINO CAMPOS, JARDIM DO TREVO, GOVERNADOR VALADARES, MG, BRASIL",-18.8394975,-41.9913018,"Avenida Guanabara, Jardim do Trevo, Governador Valadares, Região Geográfica Imediata de Governador Valadares, Região Geográfica Intermediária de Governador Valadares, Minas Gerais, Região Sudeste, 35053-190, Brasil","18 50m 22.191s S, 41 59m 28.6865s W",35053-190
MG,GOVERNADOR VALADARES,ESF CARAPINA II,RUA TUPINAMBAS,83,NOSSA SENHORA DAS GR,"RUA TUPINAMBAS, NOSSA SENHORA DAS GR, GOVERNADOR VALADARES, MG, BRASIL",-18.84666,-41.95004,"Nossa Senhora das Graças, Governador Valadares","18 50m 47.976s S, 41 57m 0.144s W",
MG,GOVERNADOR VALADARES,ESF GOIABAL,AVENIDA DOMINGOS DE ARAUJO,S/N,SAO JOSE DO GOIABAL,"AVENIDA DOMINGOS DE ARAUJO, SAO JOSE DO GOIABAL, GOVERNADOR VALADARES, MG, BRASIL",-20.00477,-42.92527,"Rua José Gomes de Araújo, 35993-000, São Domingos do Prata","20 0m 17.172s S, 42 55m 30.972s W",35993-000
MG,GOVERNADOR VALADARES,ESF ATALAIA E ESF AZTECA,PRACA A,452,JARDIM ATALAIA,"PRACA A, JARDIM ATALAIA, GOVERNADOR VALADARES, MG, BRASIL",-18.90449,-41.95468,"Rua Américo Vespúcio, 35041, Governador Valadares","18 54m 16.164s S, 41 57m 16.848s W",35041
MG,GOVERNADOR VALADARES,ESF MAE DE DEUS I E II,BR 116,S/N,MAE DE DEUS,"BR 116, MAE DE DEUS, GOVERNADOR VALADARES, MG, BRASIL",-18.8669607,-41.9728589,"Rodovia Santos Dumont, Mãe de Deus, Governador Valadares, Região Geográfica Imediata de Governador Valadares, Região Geográfica Intermediária de Governador Valadares, Minas Gerais, Região Sudeste, 35051-180, Brasil","18 52m 1.05852s S, 41 58m 22.292s W",35051-180
MG,GOVERNADOR VALADARES,UBS CARAPINA E CENTRO DE ATENDIMENTO AO IDOSO CARAPINA,RUA IPIRANGA,296,CARAPINA,"RUA IPIRANGA, CARAPINA, GOVERNADOR VALADARES, MG, BRASIL",-18.8470168,-41.9471898,"Rua Ypiranga, Carapina, Governador Valadares, Região Geográfica Imediata de Governador Valadares, Região Geográfica Intermediária de Governador Valadares, Minas Gerais, Região Sudeste, 35060-160, Brasil","18 50m 49.2605s S, 41 56m 49.8833s W",35060-160
MG,GOVERNADOR VALADARES,ESF IPE,RUA SANDALO,1211,IPE,"RUA SANDALO, IPE, GOVERNADOR VALADARES, MG, BRASIL",-18.897268,-41.9503714,"Rua Sândalo, Jardim Ipê, Governador Valadares, Região Geográfica Imediata de Governador Valadares, Região Geográfica Intermediária de Governador Valadares, Minas Gerais, Região Sudeste, 35045-150, Brasil","18 53m 50.1648s S, 41 57m 1.33704s W",35045-150
MG,GOVERNADOR VALADARES,ESF ALTINOPOLIS III E IV,RUA ROQUETE PINTO,114,ALTINOPOLIS,"RUA ROQUETE PINTO, ALTINOPOLIS, GOVERNADOR VALADARES, MG, BRASIL",-18.8601704,-41.9649366,"Rua Roquete Pinto, Altinópolis, Governador Valadares, Região Geográfica Imediata de Governador Valadares, Região Geográfica Intermediária de Governador Valadares, Minas Gerais, Região Sudeste, 35053-190, Brasil","18 51m 36.6134s S, 41 57m 53.7718s W",35053-190
MG,GOVERNADOR VALADARES,ESF JARDIM PEROLA I II III E IV,AVENIDA ENGENHEIRO HUMBERTO TAVARES CHAGAS,78,JARDIM PEROLA,"AVENIDA ENGENHEIRO HUMBERTO TAVARES CHAGAS, JARDIM PEROLA, GOVERNADOR VALADARES, MG, BRASIL",-18.8757727,-41.969148,"Avenida Engenheiro Humberto Tavares Chagas, Jardim Pérola, Governador Valadares, Região Geográfica Imediata de Governador Valadares, Região Geográfica Intermediária de Governador Valadares, Minas Gerais, Região Sudeste, 35051-180, Brasil","18 52m 32.7817s S, 41 58m 8.9328s W",35051-180
MG,GOVERNADOR VALADARES,PENITENCIARIA FRANCISCO FLORIANO DE PAULA,AVENIDA PRINCIPAL,S/N,VILA NOVA FLORESTA,"AVENIDA PRINCIPAL, VILA NOVA FLORESTA, GOVERNADOR VALADARES, MG, BRASIL",-18.87026,-41.96878,"Rua S, 35051-630, Governador Valadares","18 52m 12.936s S, 41 58m 7.608s W",35051-630
MG,GOVERNADOR VALADARES,ESF ESPERANCA ESF N S DAS GRACAS E D SANITARIO III,RUA PIRAPORA,377,ESPERANCA,"RUA PIRAPORA, ESPERANCA, GOVERNADOR VALADARES, MG, BRASIL",-18.8375905,-41.9516241,"Rua Pirapora, Esperança, Governador Valadares, Região Geográfica Imediata de Governador Valadares, Região Geográfica Intermediária de Governador Valadares, Minas Gerais, Região Sudeste, 35058-140, Brasil","18 50m 15.3258s S, 41 57m 5.84676s W",35058-140
MG,GOVERNADOR VALADARES,UBS PLANALTO,AVENIDA DE ACESSO DOIS,213,PLANALTO,"AVENIDA DE ACESSO DOIS, PLANALTO, GOVERNADOR VALADARES, MG, BRASIL",-18.85464,-41.97415,"Avenida de Acesso Dois, 35054-000, Governador Valadares","18 51m 16.704s S, 41 58m 26.94s W",35054-000
MG,GOVERNADOR VALADARES,ESF VILA DOS MONTES E VILA DO SOL,RUA FERNAO DIAS,750,JARDIM ALVORADA,"RUA FERNAO DIAS, JARDIM ALVORADA, GOVERNADOR VALADARES, MG, BRASIL",-18.9010668,-41.9586942,"Rua Fernão Dias, Jardim Alvorada, Governador Valadares, Região Geográfica Imediata de Governador Valadares, Região Geográfica Intermediária de Governador Valadares, Minas Gerais, Região Sudeste, 35045-150, Brasil","18 54m 3.84048s S, 41 57m 31.2991s W",35045-150
MG,GOVERNADOR VALADARES,CENTRO SOCIO EDUCATIVO DE GOVERNADOR VALADARES,RUA SOLDADO EDSON VELOSO,700,SANTOS DUMONT,"RUA SOLDADO EDSON VELOSO, SANTOS DUMONT, GOVERNADOR VALADARES, MG, BRASIL",-18.8390896,-41.8925412,"Rua Soldado Edson Veloso, Santos Dumont II, Governador Valadares, Região Geográfica Imediata de Governador Valadares, Região Geográfica Intermediária de Governador Valadares, Minas Gerais, Região Sudeste, 35020-280, Brasil","18 50m 20.7226s S, 41 53m 33.1483s W",35020-280
MG,GOVERNADOR VALADARES,CENTRO DE CONVIVENCIA DONA ELZA MONTEIRO GUIMARAES,RUA RAUL SOARES,472,SAO PEDRO,"RUA RAUL SOARES, SAO PEDRO, GOVERNADOR VALADARES, MG, BRASIL",-18.8442804,-41.9296288,"Rua Raul Soares, São Pedro, Governador Valadares, Região Geográfica Imediata de Governador Valadares, Região Geográfica Intermediária de Governador Valadares, Minas Gerais, Região Sudeste, 35020-280, Brasil","18 50m 39.4094s S, 41 55m 46.6637s W",35020-280
MG,GOVERNADOR VALADARES,ESF SANTA RITA III E ESF SANTA RITA IV,RUA CASTELO BRANCO,S/N,SANTA RITA,"RUA CASTELO BRANCO, SANTA RITA, GOVERNADOR VALADARES, MG, BRASIL",-18.88991,-41.97149,"Avenida Presidente Castelo Branco, 35040-390, Governador Valadares","18 53m 23.676s S, 41 58m 17.364s W",35040-390
MG,GOVERNADOR VALADARES,ESF SANTOS DUMONT I E II,RUA TRINTA E CINCO,67,SANTOS DUMONT,"RUA TRINTA E CINCO, SANTOS DUMONT, GOVERNADOR VALADARES, MG, BRASIL",-18.836865,-41.8945199,"Rua 35, Santos Dumont II, Governador Valadares, Região Geográfica Imediata de Governador Valadares, Região Geográfica Intermediária de Governador Valadares, Minas Gerais, Região Sudeste, 35020-280, Brasil","18 50m 12.714s S, 41 53m 40.2716s W",35020-280
MG,GOVERNADOR VALADARES,ESF NOVO HORIZONTE E VITORIA,RUA B,S/N,NOVO HORIZONTE,"RUA B, NOVO HORIZONTE, GOVERNADOR VALADARES, MG, BRASIL",-18.8864767,-41.994206,"Rua B, Novo Horizonte, Governador Valadares, Região Geográfica Imediata de Governador Valadares, Região Geográfica Intermediária de Governador Valadares, Minas Gerais, Região Sudeste, 35040-876, Brasil","18 53m 11.3161s S, 41 59m 39.1416s W",35040-876
MG,GOVERNADOR VALADARES,UBS VILA BRETAS,RUA QUINTILIANO COSTA,57,VILA BRETAS,"RUA QUINTILIANO COSTA, VILA BRETAS, GOVERNADOR VALADARES, MG, BRASIL",-18.8705884,-41.9593314,"Rua Quintiliano Costa, Vila Bretas, Governador Valadares, Região Geográfica Imediata de Governador Valadares, Região Geográfica Intermediária de Governador Valadares, Minas Gerais, Região Sudeste, 35032-050, Brasil","18 52m 14.1182s S, 41 57m 33.593s W",35032-050
MG,GOVERNADOR VALADARES,ESF CARAPINA I E UBS CARAPINA,RUA INHAPIM,278,CARAPINA,"RUA INHAPIM, CARAPINA, GOVERNADOR VALADARES, MG, BRASIL",-18.8470168,-41.9471898,"Rua Inhapim, Carapina, Governador Valadares, Região Geográfica Imediata de Governador Valadares, Região Geográfica Intermediária de Governador Valadares, Minas Gerais, Região Sudeste, 35060-160, Brasil","18 50m 49.2605s S, 41 56m 49.8833s W",35060-160
MG,GOVERNADOR VALADARES,ESF TURMALINA I,RUA CEREJEIRA,411,TURMALINA,"RUA CEREJEIRA, TURMALINA, GOVERNADOR VALADARES, MG, BRASIL",-18.8536939,-41.9822524,"Rua Cerejeira, Turmalina, Governador Valadares, Região Geográfica Imediata de Governador Valadares, Região Geográfica Intermediária de Governador Valadares, Minas Gerais, Região Sudeste, 35053-190, Brasil","18 51m 13.298s S, 41 58m 56.1086s W",35053-190
MG,GOVERNADOR VALADARES,ESF SANTA PAULA,RUA OMAR RODRIGUES COELHO,542,JARDIM DO TREVO,"RUA OMAR RODRIGUES COELHO, JARDIM DO TREVO, GOVERNADOR VALADARES, MG, BRASIL",-18.8385595,-41.9905561,"Rua Omar Rodrigues Coelho, Jardim do Trevo, Governador Valadares, Região Geográfica Imediata de Governador Valadares, Região Geográfica Intermediária de Governador Valadares, Minas Gerais, Região Sudeste, 35053-190, Brasil","18 50m 18.8142s S, 41 59m 26.002s W",35053-190
MG,GOVERNADOR VALADARES,ESF TURMALINA II E III,RUA TRAVESSA CEDRO,S/N,TURMALINA,"RUA TRAVESSA CEDRO, TURMALINA, GOVERNADOR VALADARES, MG, BRASIL",-18.85439,-41.98111,"Rua Cedro, 35052-805, Governador Valadares","18 51m 15.804s S, 41 58m 51.996s W",35052-805
MG,GOVERNADOR VALADARES,ESF VILA PARQUE IBITURUNA,RUA SERRA DA MANTIQUEIRA,96,VILA PARQUE IBITURUN,"RUA SERRA DA MANTIQUEIRA, VILA PARQUE IBITURUN, GOVERNADOR VALADARES, MG, BRASIL",-18.88422,-41.94338,"Rua Serra da Mantiqueira, 35044-300, Governador Valadares","18 53m 3.192s S, 41 56m 36.168s W",35044-300
MG,GOVERNADOR VALADARES,ESF CAIC I,RUA T,249,NOVA VILA BRETAS,"RUA T, NOVA VILA BRETAS, GOVERNADOR VALADARES, MG, BRASIL",-18.8691004,-41.9669678,"Rua T, Nova Vila Bretas, Governador Valadares, Região Geográfica Imediata de Governador Valadares, Região Geográfica Intermediária de Governador Valadares, Minas Gerais, Região Sudeste, 35032-050, Brasil","18 52m 8.76144s S, 41 58m 1.08408s W",35032-050
MG,GOVERNADOR VALADARES,ESF CAIC II,RUA M,92,VILA OZANAN,"RUA M, VILA OZANAN, GOVERNADOR VALADARES, MG, BRASIL",-18.86168,-41.95562,"Rua Ozanan Moura Câmara, 35032-330, Governador Valadares","18 51m 42.048s S, 41 57m 20.232s W",35032-330
MG,GOVERNADOR VALADARES,ESF JARDIM PRIMAVERA,RUA ANAFESTE PARDINE,620,VILA ISA,"RUA ANAFESTE PARDINE, VILA ISA, GOVERNADOR VALADARES, MG, BRASIL",-18.89236,-41.94608,"Rua Anafesto Pandini, 35043-050, Governador Valadares","18 53m 32.496s S, 41 56m 45.888s W",35043-050
MG,GOVERNADOR VALADARES,ESF SANTA RITA II E UBS SANTA RITA,RUA WASHINGTON LUIZ,2367,SANTA RITA,"RUA WASHINGTON LUIZ, SANTA RITA, GOVERNADOR VALADARES, MG, BRASIL",-18.90192,-41.98219,"Rua Luiz Rocha & Avenida Washington Luís, 35040, Governador Valadares","18 54m 6.912s S, 41 58m 55.884s W",35040
MG,GOVERNADOR VALADARES,ESF FRATERNIDADE,RUA OURO PRETO,771,FRATERNIDADE,"RUA OURO PRETO, FRATERNIDADE, GOVERNADOR VALADARES, MG, BRASIL",-18.8765436,-41.9738566,"Rua Ouro Preto, Fraternidade, Governador Valadares, Região Geográfica Imediata de Governador Valadares, Região Geográfica Intermediária de Governador Valadares, Minas Gerais, Região Sudeste, 35050-620, Brasil","18 52m 35.557s S, 41 58m 25.8838s W",35050-620
MG,GOVERNADOR VALADARES,UBS CENTRO ESF CENTRO E ESF SAO TARCISIO,RUA SAO JOAO,182,CENTRO,"RUA SAO JOAO, CENTRO, GOVERNADOR VALADARES, MG, BRASIL",-18.854595,-41.9413713,"Rua São João, Centro, Governador Valadares, Região Geográfica Imediata de Governador Valadares, Região Geográfica Intermediária de Governador Valadares, Minas Gerais, Região Sudeste, 35020-120, Brasil","18 51m 16.542s S, 41 56m 28.9367s W",35020-120
MG,GRAO MOGOL,UBS VALE DAS CANCELAS,POVOADO VALE DAS CANCELAS,S/N,ZONA RURAL,"POVOADO VALE DAS CANCELAS, ZONA RURAL, GRAO MOGOL, MG, BRASIL",-19.751,-44.07898,"Rua Grão Mogol, 33840-410, Ribeirão das Neves","19 45m 3.6s S, 44 4m 44.328s W",33840-410
MG,GRAO MOGOL,POSTO DE SAUDE DE BARROCAO,POVOADO DE BARROCAO,S/N,ZONA RURAL,"POVOADO DE BARROCAO, ZONA RURAL, GRAO MOGOL, MG, BRASIL",-16.40591,-43.23075,"Barrocão, Grão Mogol","16 24m 21.276s S, 43 13m 50.7s W",
MG,GRAO MOGOL,POSTO DE SAUDE POVOADO DO SITIO,POVOADO DO SITIO,S/N,ZONA RURAL,"POVOADO DO SITIO, ZONA RURAL, GRAO MOGOL, MG, BRASIL",-19.65259,-43.70258,"Estrada do Grão Mogol, 33980-000, Taquaraçu de Minas","19 39m 9.324s S, 43 42m 9.288s W",33980-000
MG,GRAO MOGOL,UBS VILA NOVA,RUA PEDRO LABORNE,S/N,CENTRO,"RUA PEDRO LABORNE, CENTRO, GRAO MOGOL, MG, BRASIL",-16.55947,-42.88843,"Rua Deputado Pedro Laborne, 39570-000, Grão Mogol","16 33m 34.092s S, 42 53m 18.348s W",39570-000
MG,GRAO MOGOL,UBS BOCAINA,POVOADO BOCAINA,1,ZONA RURAL,"POVOADO BOCAINA, ZONA RURAL, GRAO MOGOL, MG, BRASIL",-16.55876,-42.88739,Grão Mogol,"16 33m 31.536s S, 42 53m 14.604s W",
MG,GRAO MOGOL,UBS BOM GOSTO,RUA SARGENTO COELHO,S/N,CENTRO,"RUA SARGENTO COELHO, CENTRO, GRAO MOGOL, MG, BRASIL",-16.56435,-42.89383,"Rua Sargento Coelho, 39570-000, Grão Mogol","16 33m 51.66s S, 42 53m 37.788s W",39570-000
MG,GRAO MOGOL,UBS BANDEIRANTES BOM GOSTO,ABINER MARTINS,S/N,BANDEIRANTES,"ABINER MARTINS, BANDEIRANTES, GRAO MOGOL, MG, BRASIL",-16.55876,-42.88739,Grão Mogol,"16 33m 31.536s S, 42 53m 14.604s W",
MG,GRAO MOGOL,CENTRO DE SAUDE DE GRAO MOGOL,RUA SARGENTO COELHO,S/N,CENTRO,"RUA SARGENTO COELHO, CENTRO, GRAO MOGOL, MG, BRASIL",-16.56435,-42.89383,"Rua Sargento Coelho, 39570-000, Grão Mogol","16 33m 51.66s S, 42 53m 37.788s W",39570-000
MG,GRUPIARA,UBS DINORA DIAS MOREIRA,AV SILVIO JOSE DE OLIVEIRA,133,CENTRO,"AV SILVIO JOSE DE OLIVEIRA, CENTRO, GRUPIARA, MG, BRASIL",-20.9453,-45.81973,"Rua Sílvio José de Oliveira, Ilicínea","20 56m 43.08s S, 45 49m 11.028s W",
MG,GRUPIARA,UNIDADE DE SAUDE BOA VISTA,RUA MARIA NUNES DA SILVA,1,CENTRO,"RUA MARIA NUNES DA SILVA, CENTRO, GRUPIARA, MG, BRASIL",-19.69005,-43.92138,"Rua Dona Maria Olinda da Silva, 33200, Vespasiano","19 41m 24.18s S, 43 55m 16.968s W",33200
MG,GUANHAES,UNIDADE DE SAUDE DA FAMILIA CORRENTINHO,RUA PRINCIPAL,265,CENTRO,"RUA PRINCIPAL, CENTRO, GUANHAES, MG, BRASIL",-19.41422,-43.32251,"Rua Principal, 35820-000, Itambé do Mato Dentro","19 24m 51.192s S, 43 19m 21.036s W",35820-000
MG,GUANHAES,PSF SANTA TEREZA,RUA ALCINDO PEREIRA,263,STA TEREZA,"RUA ALCINDO PEREIRA, STA TEREZA, GUANHAES, MG, BRASIL",-18.78051,-42.94108,"Rua Alcindo Pereira, 39740-000, Guanhães","18 46m 49.836s S, 42 56m 27.888s W",39740-000
MG,GUANHAES,UNIDADE DE SAUDE DA FAMILIA PITO,RUA GABRIEL LOTT,1093,PITO,"RUA GABRIEL LOTT, PITO, GUANHAES, MG, BRASIL",-18.78538,-42.93018,"Rua Gabriel Lott, 39740-000, Guanhães","18 47m 7.368s S, 42 55m 48.648s W",39740-000
MG,GUANHAES,UNIDADE DE APOIO A SAUDE DA FAMILIA SAPUCAIA,PRACA JOAQUIM PIRES,1,ZONA RURAL,"PRACA JOAQUIM PIRES, ZONA RURAL, GUANHAES, MG, BRASIL",-19.99467,-44.04247,"Praça Joaquim Ude, 30662-402, Belo Horizonte","19 59m 40.812s S, 44 2m 32.892s W",30662-402
MG,GUANHAES,PSF REGIONAL VII A,AV MILTON CAMPOS,876,NOSSA SENHORA APAREC,"AV MILTON CAMPOS, NOSSA SENHORA APAREC, GUANHAES, MG, BRASIL",-19.95573,-45.0732,"Rua Nossa Senhora da Saúde & Rua Milton Campos, 35545, Perdigão","19 57m 20.628s S, 45 4m 23.52s W",35545
MG,GUANHAES,PSF REGIONAL VII B,RUA PIO FERREIRA,482,AGRODER,"RUA PIO FERREIRA, AGRODER, GUANHAES, MG, BRASIL",-18.76304,-42.94176,"Rua Pio Ferreira, 39740-000, Guanhães","18 45m 46.944s S, 42 56m 30.336s W",39740-000
MG,GUANHAES,PSF REGIONAL VI,AV GOVERNADOR MILTON CAMPOS,1169,VERMELHO,"AV GOVERNADOR MILTON CAMPOS, VERMELHO, GUANHAES, MG, BRASIL",-18.7659,-42.92651,"Avenida Governador Milton Campos, Guanhães","18 45m 57.24s S, 42 55m 35.436s W",
MG,GUANHAES,PROGRAMA SAUDE DA FAMILIA GAFURINA,RUA JOSE INES DE SOUZA,76,ZONA RURAL,"RUA JOSE INES DE SOUZA, ZONA RURAL, GUANHAES, MG, BRASIL",-19.61932,-46.93389,"Rua José Ribeiro de Souza, 38183-404, Araxá","19 37m 9.552s S, 46 56m 2.004s W",38183-404
MG,GUANHAES,PSF CENTRO,RUA DAS PALMEIRAS,49,COLINA VERDE,"RUA DAS PALMEIRAS, COLINA VERDE, GUANHAES, MG, BRASIL",-18.7790713,-42.9267691,"Rua das Palmeiras, Colina Verde I, Guanhães, Região Geográfica Imediata de Guanhães, Região Geográfica Intermediária de Governador Valadares, Minas Gerais, Região Sudeste, 39740-000, Brasil","18 46m 44.6567s S, 42 55m 36.3688s W",39740-000
MG,GUANHAES,UNIDADE SAUDE DA FAMILIA ALVORADA GUANHAES,PRACA IZALTINA,101,ALVORADA,"PRACA IZALTINA, ALVORADA, GUANHAES, MG, BRASIL",-19.73574,-47.91567,"Praça Alvorada, 38072-430, Uberaba","19 44m 8.664s S, 47 54m 56.412s W",38072-430
MG,GUANHAES,PRESIDIO DE GUANHAES,RUA BELO HORIZONTE,S/N,NOVO CRUZEIRO,"RUA BELO HORIZONTE, NOVO CRUZEIRO, GUANHAES, MG, BRASIL",-18.77029,-42.93435,"Rua Belo Horizonte, 39740-000, Guanhães","18 46m 13.044s S, 42 56m 3.66s W",39740-000
MG,GUAPE,PSF DONA QUITA,COMUNIDADE VOLTA GRANDE,S/N,ZONA RURAL,"COMUNIDADE VOLTA GRANDE, ZONA RURAL, GUAPE, MG, BRASIL",-21.77245,-42.54208,"Rua Guapy Silva, 36720-000, Volta Grande","21 46m 20.82s S, 42 32m 31.488s W",36720-000
MG,GUAPE,PSF RECANTO DO LAGO,TRAVESSA MAGINO EVANGELISTA LARA,S/N,CENTRO,"TRAVESSA MAGINO EVANGELISTA LARA, CENTRO, GUAPE, MG, BRASIL",-19.79895,-43.95929,"Rua Gabriel Evangelista Lara, 31630-515, Belo Horizonte","19 47m 56.22s S, 43 57m 33.444s W",31630-515
MG,GUAPE,PSF DONA MARIA DA CONCEICAO BARBOSA GUAPE,RUA AMARAL CORREA,S/N,ZONA RURAL,"RUA AMARAL CORREA, ZONA RURAL, GUAPE, MG, BRASIL",-20.75841,-45.91981,"Rua Aparecida Silva Corrêa, 37177-000, Guapé","20 45m 30.276s S, 45 55m 11.316s W",37177-000
MG,GUAPE,PSF PARAISO AQUATICO DAS GERAIS GUAPE,RUA ANTONIO OLAIA,S/N,CENTRO,"RUA ANTONIO OLAIA, CENTRO, GUAPE, MG, BRASIL",-20.76165,-45.92271,"Rua Antônio Olaia, 37177-000, Guapé","20 45m 41.94s S, 45 55m 21.756s W",37177-000
MG,GUAPE,CENTRO DE SAUDE MUNICIPAL GUAPE,PRACA DR PASSOS MAIA,191,CENTRO,"PRACA DR PASSOS MAIA, CENTRO, GUAPE, MG, BRASIL",-20.76211,-45.91774,"Praça Doutor Passos Maia, 37177-000, Guapé","20 45m 43.596s S, 45 55m 3.864s W",37177-000
MG,GUAPE,PSF CIDADE NOVA,RUA DONA LEOPOLDINA MAIA,825,CENTRO,"RUA DONA LEOPOLDINA MAIA, CENTRO, GUAPE, MG, BRASIL",-20.75676,-45.91729,"Rua Dona Leopoldina Maia, 37177-000, Guapé","20 45m 24.336s S, 45 55m 2.244s W",37177-000
MG,GUARACIABA,POSTO DE SAUDE DO CAFE,VILA DO CAFE,S/N,ZONA RURAL,"VILA DO CAFE, ZONA RURAL, GUARACIABA, MG, BRASIL",-18.90568,-41.9625,"Vila do Sol, Governador Valadares","18 54m 20.448s S, 41 57m 45s W",
MG,GUARACIABA,POSTO DE SAUDE SAO JOAQUIM,VILA SAO JOAQUIM,S/N,ZONA RURAL,"VILA SAO JOAQUIM, ZONA RURAL, GUARACIABA, MG, BRASIL",-20.0661,-44.27327,"Estrada São Joaquim de Bicas-Vila Rica, 32920-000, São Joaquim de Bicas","20 3m 57.96s S, 44 16m 23.772s W",32920-000
MG,GUARACIABA,POSTO DE SAUDE DA PENHA,VILA DA PENHA,S/N,ZONA RURAL,"VILA DA PENHA, ZONA RURAL, GUARACIABA, MG, BRASIL",-19.83415,-43.98151,"Beco Nossa Senhora da Penha, Belo Horizonte","19 50m 2.94s S, 43 58m 53.436s W",
MG,GUARACIABA,CENTRO DE SAUDE DE GUARACIABA,RUA CORACAO DE MARIA,307,CENTRO,"RUA CORACAO DE MARIA, CENTRO, GUARACIABA, MG, BRASIL",-29.84932,-51.1632,"Rua Coração de Maria, 93280-020, Esteio","29 50m 57.552s S, 51 9m 47.52s W",93280-020
MG,GUARACIABA,UNIDADE BASICA DE SAUDE DE GUARACIABA,PRACA SANTANA,43,CENTRO,"PRACA SANTANA, CENTRO, GUARACIABA, MG, BRASIL",-21.65691,-42.34528,"Praça Santana, 36730-000, Pirapetinga","21 39m 24.876s S, 42 20m 43.008s W",36730-000
MG,GUARACIABA,PSF EQUIPE NOSSA SENHORA SANTANA,RUA CORACAO DE MARIA,68,CENTRO,"RUA CORACAO DE MARIA, CENTRO, GUARACIABA, MG, BRASIL",-29.84932,-51.1632,"Rua Coração de Maria, 93280-020, Esteio","29 50m 57.552s S, 51 9m 47.52s W",93280-020
MG,GUARACIAMA,UBS SANTA CLARA,PRACA LINO JOSE DE FIGUEIREDO,S/N,MARISTELA FIGUEIREDO,"PRACA LINO JOSE DE FIGUEIREDO, MARISTELA FIGUEIREDO, GUARACIAMA, MG, BRASIL",-17.00998,-43.66708,"Praça Lino José de Figueiredo, 39397-000, Guaraciama","17 0m 35.928s S, 43 40m 1.488s W",39397-000
MG,GUARACIAMA,UNIDADE BASICA DE SAUDE SAO JOAO BATISTA,RUA A,10,CENTRO,"RUA A, CENTRO, GUARACIAMA, MG, BRASIL",-20.57448,-43.00677,"Rua A, 35436-000, Guaraciaba","20 34m 28.128s S, 43 0m 24.372s W",35436-000
