UF,MUNICIPIO,ESTABELECIMENTO,LOGRADOURO,NUMERO,BAIRRO,ENDERECO_COMPLETO,latitude,longitude,address,point,cep
PB,ITAPORANGA,CENTRO DE SAUDE DO MUNICIPIO,RUA OSVALDO CRUZ,124,CENTRO,"RUA OSVALDO CRUZ, CENTRO, ITAPORANGA, PB, BRASIL",-7.3062,-38.15332,"Rua Osvaldo Cruz, 58780-000, Itaporanga","7 18m 22.32s S, 38 9m 11.952s W",58780-000
PB,ITAPORANGA,UBSF IX RAIMUNDA MENDES BRASIL,AV DEPUTADO SOARES MADRUGA,S/N,CENTRO,"AV DEPUTADO SOARES MADRUGA, CENTRO, ITAPORANGA, PB, BRASIL",-7.3043052,-38.1516388,"Avenida Deputado Soares Madruga, Centro, Itaporanga, Região Geográfica Imediata de Itaporanga, Região Metropolitana do Vale do Piancó, Região Geográfica Intermediária de Patos, Paraíba, Região Nordeste, Brasil","7 18m 15.4987s S, 38 9m 5.89968s W",
PB,ITAPORANGA,UBSF III DEP BALDUINO MINERVINO DE CARVALHO,RUA PROJETADA,S/N,CONJ CHAGAS SOARES,"RUA PROJETADA, CONJ CHAGAS SOARES, ITAPORANGA, PB, BRASIL",-7.30936,-38.13761,"Rua Projetada Seis, 58780-000, Itaporanga","7 18m 33.696s S, 38 8m 15.396s W",58780-000
PB,ITAPORANGA,UBSF VI JOAO RUFINO DE SOUSA,VILA MOCO,S/N,VILA MOCO,"VILA MOCO, VILA MOCO, ITAPORANGA, PB, BRASIL",-9.38318,-40.50288,"Vila Moco, Petrolina","9 22m 59.448s S, 40 30m 10.368s W",
PB,ITAPORANGA,UBSF VII DR ANDRE SOARES DA SILVA FILHO,CONJUNTO MIGUEL MORATO,S/N,CONJ MIGUEL MORATO,"CONJUNTO MIGUEL MORATO, CONJ MIGUEL MORATO, ITAPORANGA, PB, BRASIL",-7.30252,-38.1436,"Travessa Miguel Morato, 58780-000, Itaporanga","7 18m 9.072s S, 38 8m 36.96s W",58780-000
PB,ITAPORANGA,UBSF IV VEREADORA NAZINHA GOMES,RUA OSVALDO CRUZ,124,BELA VISTA,"RUA OSVALDO CRUZ, BELA VISTA, ITAPORANGA, PB, BRASIL",-7.22564,-35.90271,"Rua Osvaldo Cruz, 58428, Campina Grande","7 13m 32.304s S, 35 54m 9.756s W",58428
PB,ITAPORANGA,UBSF VIII MARIA GENILDA MANGUEIRA CABRAL,RUA ANTONIO SALVIANO,S/N,CENTRO,"RUA ANTONIO SALVIANO, CENTRO, ITAPORANGA, PB, BRASIL",-7.30831,-38.1503,"Rua Antônio Salviano da Silva, 58780-000, Itaporanga","7 18m 29.916s S, 38 9m 1.08s W",58780-000
PB,ITAPORANGA,UBSF I VEREADOR FRANCISCO BIDO DA SILVA,SITIO ARACA,S/N,ZONA RURAL,"SITIO ARACA, ZONA RURAL, ITAPORANGA, PB, BRASIL",-6.60541,-35.62396,"Estrada para Sítio Raimundo, 58228-000, Dona Inês","6 36m 19.476s S, 35 37m 26.256s W",58228-000
PB,ITAPORANGA,UBSF V NOEMIA LOPES DA SILVA,SITIO BARROCAO,S/N,ZONA RURAL,"SITIO BARROCAO, ZONA RURAL, ITAPORANGA, PB, BRASIL",-6.60541,-35.62396,"Estrada para Sítio Raimundo, 58228-000, Dona Inês","6 36m 19.476s S, 35 37m 26.256s W",58228-000
PB,ITAPOROROCA,UNIDADE DE SAUDE DA FAMILIA CIPOAL,SITIO CIPOAL,S/N,SITIO CIPOAL,"SITIO CIPOAL, SITIO CIPOAL, ITAPOROROCA, PB, BRASIL",-6.4029,-38.49643,"Rua Elisvaldo Carvalho de Almeida Sítio Barra do Piaba, 58933-000, Poço Dantas","6 24m 10.44s S, 38 29m 47.148s W",58933-000
PB,ITAPOROROCA,UNIDADE DE SAUDE DA FAMILIA CRUZEIRO,R SAO JOSE,S/N,SAO JOAO,"R SAO JOSE, SAO JOAO, ITAPOROROCA, PB, BRASIL",-7.16115,-34.90568,"Rua São José, João Pessoa","7 9m 40.14s S, 34 54m 20.448s W",
PB,ITAPOROROCA,UNIDADE BASICA DE SAUDE DO TAMBOR,RUA VITORINO MIGUEL,1,TAMBOR,"RUA VITORINO MIGUEL, TAMBOR, ITAPOROROCA, PB, BRASIL",-6.82987,-35.24789,"Rua Vitorino Miguel de Oliveira, 58275-000, Itapororoca","6 49m 47.532s S, 35 14m 52.404s W",58275-000
PB,ITAPOROROCA,UNIDADE DE SAUDE DA FAMILIA SAO JOAO,PADRE JOAO MADRUGA,140,CENTRO,"PADRE JOAO MADRUGA, CENTRO, ITAPOROROCA, PB, BRASIL",-6.61489,-35.29,"Rua Padre João Madruga, 58278-000, Jacaraú","6 36m 53.604s S, 35 17m 24s W",58278-000
PB,ITAPOROROCA,UNIDADE DE SAUDE DA FAMILIA IPIOCA DE BAIXO,SITIO IPIOCA DE BAIXO,S/N,ZONA RURAL,"SITIO IPIOCA DE BAIXO, ZONA RURAL, ITAPOROROCA, PB, BRASIL",-6.9291,-35.71015,"Rua do Sítio Mata Limpa de Baixo, 58397-000, Areia","6 55m 44.76s S, 35 42m 36.54s W",58397-000
PB,ITAPOROROCA,UNIDADE DE SAUDE DA FAMILIA CENTRO,RUA DA IGREJA,25,CENTRO,"RUA DA IGREJA, CENTRO, ITAPOROROCA, PB, BRASIL",-2.13427,-46.12591,"Rua da Igreja, 65299-000, Centro Novo do Maranhão","2 8m 3.372s S, 46 7m 33.276s W",65299-000
PB,ITAPOROROCA,UNIDADE DE SAUDE DA FAMILIA ROSEIRA,R SAO JOAO,S/N,DOS ESTUDANTES,"R SAO JOAO, DOS ESTUDANTES, ITAPOROROCA, PB, BRASIL",-6.8299,-35.2452,"Rua São João Dois, 58275-000, Itapororoca","6 49m 47.64s S, 35 14m 42.72s W",58275-000
PB,ITATUBA,UNID DE SAUDE DA FAMILIA PSF V,RUA PROJETADA,1,ZUZA MARTINS,"RUA PROJETADA, ZUZA MARTINS, ITATUBA, PB, BRASIL",-7.38354,-35.63178,"Rua Zuza Martins, 58378-000, Itatuba","7 23m 0.744s S, 35 37m 54.408s W",58378-000
PB,ITATUBA,UBSF I SEVERINA MOREIRA,RUA MARIA LACERDA CAVALCANTE,2,CENTRO,"RUA MARIA LACERDA CAVALCANTE, CENTRO, ITATUBA, PB, BRASIL",-7.37916,-35.62539,"Rua Maria Lacerda Cavalcante, 58378-000, Itatuba","7 22m 44.976s S, 35 37m 31.404s W",58378-000
PB,ITATUBA,UNID DE SAUDE DA FAMILIA PSF IV,SITIO BOLAS,S/N,SANTO ANTONIO,"SITIO BOLAS, SANTO ANTONIO, ITATUBA, PB, BRASIL",-7.37785,-35.62475,"Rua Santo Antônio, 58378-000, Itatuba","7 22m 40.26s S, 35 37m 29.1s W",58378-000
PB,ITATUBA,UBSF III MARIA LUCIENE DE BRITO PEREIRA,RUA PREFEITO HONORIO VALERIANO,100,SANTO ANTONIO,"RUA PREFEITO HONORIO VALERIANO, SANTO ANTONIO, ITATUBA, PB, BRASIL",-7.38226,-35.63072,"Rua Prefeito Honório Valeriano, 58378-000, Itatuba","7 22m 56.136s S, 35 37m 50.592s W",58378-000
PB,ITATUBA,UNID DE SAUDE DA FAMILIA PSF II,RUA JOSE SILVERIO,34,CENTRO,"RUA JOSE SILVERIO, CENTRO, ITATUBA, PB, BRASIL",-7.37668,-35.6298,"Rua José Silvério, 58378-000, Itatuba","7 22m 36.048s S, 35 37m 47.28s W",58378-000
PB,JACARAU,UNIDADE DE SAUDE DA FAMILIA TIMBO II,SITIO TIMBO,S/N,ZONA RURAL,"SITIO TIMBO, ZONA RURAL, JACARAU, PB, BRASIL",-6.60809,-35.29226,"Estrada do Sítio Luís Gomes Mendes, 58278-000, Jacaraú","6 36m 29.124s S, 35 17m 32.136s W",58278-000
PB,JACARAU,UNIDADE DE SAUDE DA FAMILIA AMARO DA MOTTA SILVEIRA,RUA VIDAL DE NEGREIROS,S/N,CENTRO,"RUA VIDAL DE NEGREIROS, CENTRO, JACARAU, PB, BRASIL",-6.60848,-35.29152,"Rua Vidal de Negreiros, 58278-000, Jacaraú","6 36m 30.528s S, 35 17m 29.472s W",58278-000
PB,JACARAU,UNIDADE DE SAUDE DA FAMILIA JOSE FERNANDES SOBRINHO,DISTRITO DE TIMBO,S/N,DISTRITO TIMBO,"DISTRITO DE TIMBO, DISTRITO TIMBO, JACARAU, PB, BRASIL",-9.12609,-36.4722,"Estrada para Bom Conselho & Estrada para Distrito de Igapo, 55320, Lagoa do Ouro","9 7m 33.924s S, 36 28m 19.92s W",55320
PB,JACARAU,UNIDADE DE SAUDE DA FAMILIA ANAIDE FELIX PAIXAO,RUA VIDAL DE NEGREIROS,S/N,CENTRO,"RUA VIDAL DE NEGREIROS, CENTRO, JACARAU, PB, BRASIL",-6.60848,-35.29152,"Rua Vidal de Negreiros, 58278-000, Jacaraú","6 36m 30.528s S, 35 17m 29.472s W",58278-000
PB,JACARAU,UNIDADE DE SAUDE DA FAMILIA MARIA AUXILIADORA DOS S GOMES,RUA MARGARIDA DIAS,14,CENTRO,"RUA MARGARIDA DIAS, CENTRO, JACARAU, PB, BRASIL",-6.61695,-35.29339,"Rua Margarida Dias, Jacaraú","6 37m 1.02s S, 35 17m 36.204s W",
PB,JACARAU,UNIDADE DE SAUDE DA FAMILIA MARIA JOSE FERNANDES DA SILVA,SITIO FORMOSA,S/N,ZONA RURAL,"SITIO FORMOSA, ZONA RURAL, JACARAU, PB, BRASIL",-6.60809,-35.29226,"Estrada do Sítio Luís Gomes Mendes, 58278-000, Jacaraú","6 36m 29.124s S, 35 17m 32.136s W",58278-000
PB,JACARAU,UNIDADE DE SAUDE DA FAMILIA DAURA RIBEIRO DA SILVA,RUA PRES JOAO PESSOA,S/N,CENTRO,"RUA PRES JOAO PESSOA, CENTRO, JACARAU, PB, BRASIL",-6.618,-35.28823,"Rua Presidente João Pessoa, 58278, Jacaraú","6 37m 4.8s S, 35 17m 17.628s W",58278
PB,JERICO,USF GANGORRA,RUA ERUNDINA DE OLIVEIRA,283,CENTRO,"RUA ERUNDINA DE OLIVEIRA, CENTRO, JERICO, PB, BRASIL",-6.55544,-37.80624,"Rua Erundina de Oliveira, 58830-000, Jericó","6 33m 19.584s S, 37 48m 22.464s W",58830-000
PB,JERICO,USF MALHADINHA,ST MALHADINHA,S/N,ZONA RURAL,"ST MALHADINHA, ZONA RURAL, JERICO, PB, BRASIL",-7.02656,-34.84586,"Rua Santo Antônio, 58102, Cabedelo","7 1m 35.616s S, 34 50m 45.096s W",58102
PB,JERICO,USF JERICOZINHO,RUA PREFEITO LAURO ROSADO,S/N,ALTO DO CRUZEIRO,"RUA PREFEITO LAURO ROSADO, ALTO DO CRUZEIRO, JERICO, PB, BRASIL",-6.54978,-37.79955,"Rua Prefeito Lauro Rosado, 58830-000, Jericó","6 32m 59.208s S, 37 47m 58.38s W",58830-000
PB,JOAO PESSOA,CENTRO DE SAUDE LOURIVAL GOUVEIA MOURA,RUA ALFREDO JOSE ATHAIDE,S/N,MANDACARU,"RUA ALFREDO JOSE ATHAIDE, MANDACARU, JOAO PESSOA, PB, BRASIL",-7.09991,-34.8701,"Rua Alfredo José Athaíde, João Pessoa","7 5m 59.676s S, 34 52m 12.36s W",
PB,JOAO PESSOA,SERVICO DE ATENCAO DOMICILIAR SAD JOAO PESSOA,RUA DEPUTADO JOSE MARIZ,599,TAMBAUZINHO,"RUA DEPUTADO JOSE MARIZ, TAMBAUZINHO, JOAO PESSOA, PB, BRASIL",-7.120359599999999,-34.841078700000004,"Rua Deputado José Mariz, Miramar, João Pessoa, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, 58042-060, Brasil","7 7m 13.2946s S, 34 50m 27.8833s W",58042-060
PB,JOAO PESSOA,USF CRUZ DAS ARMAS VII,RUA INACIO DE MELO,S/N,CRUZ DAS ARMAS,"RUA INACIO DE MELO, CRUZ DAS ARMAS, JOAO PESSOA, PB, BRASIL",-7.1539467000000005,-34.893533000000005,"Rua Inácio de Melo, Cruz das Armas, João Pessoa, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, 58086-000, Brasil","7 9m 14.2081s S, 34 53m 36.7188s W",58086-000
PB,JOAO PESSOA,USF INTEGRADA NOVA ESPERANCA,RUA ARLINDO BEZERRA CAMBOIM,S/N,MANGABEIRA IV,"RUA ARLINDO BEZERRA CAMBOIM, MANGABEIRA IV, JOAO PESSOA, PB, BRASIL",-7.188985400000001,-34.838719899999994,"Rua Professor Arlindo Bezerra Camboim, Mangabeira IV, Mangabeira, João Pessoa, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, 58057-100, Brasil","7 11m 20.3474s S, 34 50m 19.3916s W",58057-100
PB,JOAO PESSOA,USF AGUA FRIA,RUA LOURENCO VIEIRA DE SOUZA,87,JARDIM SAO PAULO,"RUA LOURENCO VIEIRA DE SOUZA, JARDIM SAO PAULO, JOAO PESSOA, PB, BRASIL",-7.1517791,-34.8466706,"Rua Lourenço Vieira de Souza, Jardim São Paulo, João Pessoa, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, 58053-045, Brasil","7 9m 6.40476s S, 34 50m 48.0142s W",58053-045
PB,JOAO PESSOA,USF CRUZ DAS ARMAS VI,RUA TOMAS GOMES DA SILVA,S/N,CRUZ DAS ARMAS,"RUA TOMAS GOMES DA SILVA, CRUZ DAS ARMAS, JOAO PESSOA, PB, BRASIL",-7.15545,-34.88826,"Rua Tomás Gomes da Silva, 58085-500, João Pessoa","7 9m 19.62s S, 34 53m 17.736s W",58085-500
PB,JOAO PESSOA,USF INTEGRADA INTEGRANDO VIDAS,RUA DOUTOR ADAILSON NUNES,S/N,JOAO PAULO II,"RUA DOUTOR ADAILSON NUNES, JOAO PAULO II, JOAO PESSOA, PB, BRASIL",-7.18019,-34.87655,"Rua Adaílson da Silva Nunes, 58076-157, João Pessoa","7 10m 48.684s S, 34 52m 35.58s W",58076-157
PB,JOAO PESSOA,USF INTEGRADA CUIA,RUA ADALGISA CARNEIRO CAVALCANTE,S/N,CUIA,"RUA ADALGISA CARNEIRO CAVALCANTE, CUIA, JOAO PESSOA, PB, BRASIL",-7.18264,-34.85931,"Rua Adalgisa Carneiro Cavalcante, 58075, 58077, João Pessoa","7 10m 57.504s S, 34 51m 33.516s W",58075
PB,JOAO PESSOA,USF INTEGRADA GROTAO,RUA SEVERINO BENTO DE MORAIS,S/N,GROTAO,"RUA SEVERINO BENTO DE MORAIS, GROTAO, JOAO PESSOA, PB, BRASIL",-7.184723599999999,-34.8826902,"Rua Severino Bento de Morais, Grotão, João Pessoa, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, 58077-174, Brasil","7 11m 5.00496s S, 34 52m 57.6847s W",58077-174
PB,JOAO PESSOA,USF IPES,RUA GERALDO FAGUNDES DE ARAUJO,S/N,IPES,"RUA GERALDO FAGUNDES DE ARAUJO, IPES, JOAO PESSOA, PB, BRASIL",-7.0996477,-34.8539049,"Rua Geraldo Fagundes de Araújo, Vila Ipês - Tancredo Neves, Bairro dos Ipês, João Pessoa, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, 58108-628, Brasil","7 5m 58.7317s S, 34 51m 14.0576s W",58108-628
PB,JOAO PESSOA,USF FUNCIONARIOS I 1 ETAPA,RUA AMBROSIO VITORINO PONTES,S/N,OITIZEIRO,"RUA AMBROSIO VITORINO PONTES, OITIZEIRO, JOAO PESSOA, PB, BRASIL",-7.16148,-34.88946,"Rua Ambrósio Vitorino Pontes, 58087, João Pessoa","7 9m 41.328s S, 34 53m 22.056s W",58087
PB,JOAO PESSOA,CENTRO DE SAUDE GUTEMBERG BOTELHO,AV DOM PEDRO SEGUNDO,18267,TORRE,"AV DOM PEDRO SEGUNDO, TORRE, JOAO PESSOA, PB, BRASIL",-7.130028,-34.866159499999995,"Avenida Dom Pedro Segundo, Torre, João Pessoa, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, 58013-420, Brasil","7 7m 48.1008s S, 34 51m 58.1742s W",58013-420
PB,JOAO PESSOA,USF NOVAIS VI,RUA TERTULIANO TAVARES DE ARAUJO,58,ALTO DO MATEUS,"RUA TERTULIANO TAVARES DE ARAUJO, ALTO DO MATEUS, JOAO PESSOA, PB, BRASIL",-7.13938,-34.91507,"Rua José Bernardo de Araújo, 58090-470, João Pessoa","7 8m 21.768s S, 34 54m 54.252s W",58090-470
PB,JOAO PESSOA,USF INTEGRADA SAUDE E VIDA,RUA DR MAURILIO DE ALMEIDA,S/N,ESPLANADA,"RUA DR MAURILIO DE ALMEIDA, ESPLANADA, JOAO PESSOA, PB, BRASIL",-7.07882,-34.83873,"Rua Doutor Evandil Bandeira, 58037-690, João Pessoa","7 4m 43.752s S, 34 50m 19.428s W",58037-690
PB,JOAO PESSOA,USF PADRE HILDON BANDEIRA,RUA SEVERINO PROCOPIO,S/N,TORRE,"RUA SEVERINO PROCOPIO, TORRE, JOAO PESSOA, PB, BRASIL",-7.128010400000001,-34.8560121,"Rua Doutor Severino Procópio, Torre, João Pessoa, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, 58041-010, Brasil","7 7m 40.8374s S, 34 51m 21.6436s W",58041-010
PB,JOAO PESSOA,USF INTEGRADA CAMINHO DO SOL,RUA CORONEL FRANCISCO MONTEIRO SEGUNDO,S/N,VALENTINA,"RUA CORONEL FRANCISCO MONTEIRO SEGUNDO, VALENTINA, JOAO PESSOA, PB, BRASIL",-7.1827,-34.84825,"Rua Coronel Francisco Pequeno de Souza, 58057-256, João Pessoa","7 10m 57.72s S, 34 50m 53.7s W",58057-256
PB,JOAO PESSOA,USF INTEGRADA ESPACO SAUDE,RUA HORACIO TRAJANO DE OLIVIERA,S/N,CRISTO,"RUA HORACIO TRAJANO DE OLIVIERA, CRISTO, JOAO PESSOA, PB, BRASIL",-7.15551,-34.87512,"Rua Horácio Trajano de Oliveira, 58070, 58071, João Pessoa","7 9m 19.836s S, 34 52m 30.432s W",58070
PB,JOAO PESSOA,USF CRUZ DAS ARMAS IX,RUA DOUTOR QUINTINO DOURADO MARANHAO,510,CRUZ DAS ARMAS,"RUA DOUTOR QUINTINO DOURADO MARANHAO, CRUZ DAS ARMAS, JOAO PESSOA, PB, BRASIL",-7.15504,-34.89475,"Rua Doutor Quintino Dourado Maranhão, 58087-010, João Pessoa","7 9m 18.144s S, 34 53m 41.1s W",58087-010
PB,JOAO PESSOA,USF CRUZ DAS ARMAS IV,RUA ENGENHEIRO RETUMBA,207,CRUZ DAS ARMAS,"RUA ENGENHEIRO RETUMBA, CRUZ DAS ARMAS, JOAO PESSOA, PB, BRASIL",-7.1479331,-34.8888179,"Rua Engenheiro Retumba, Cruz das Armas, João Pessoa, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, 58085-000, Brasil","7 8m 52.5592s S, 34 53m 19.7444s W",58085-000
PB,JOAO PESSOA,USF JOSE AMERICO CONJUNTO I,RUA LEILA DINIZ,S/N,JOSE AMERICO,"RUA LEILA DINIZ, JOSE AMERICO, JOAO PESSOA, PB, BRASIL",-7.167003299999999,-34.854782,"Rua Leila Diniz, José Américo, João Pessoa, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, 58073-000, Brasil","7 10m 1.21188s S, 34 51m 17.2152s W",58073-000
PB,JOAO PESSOA,USF ROGER III,RUA DEZENOVE DE MARCO,S/N,ROGER,"RUA DEZENOVE DE MARCO, ROGER, JOAO PESSOA, PB, BRASIL",-7.1078575,-34.8785126,"Rua Dezenove de Março, Baixo Roger, Roger, João Pessoa, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, 58020-500, Brasil","7 6m 28.287s S, 34 52m 42.6454s W",58020-500
PB,JOAO PESSOA,USF PARATIBE II,RUA MARIA DORACI MOREIRA,S/N,PARATIBE,"RUA MARIA DORACI MOREIRA, PARATIBE, JOAO PESSOA, PB, BRASIL",-7.20045,-34.83275,"Rua Maria Doraci Moreira, 58062-309, João Pessoa","7 12m 1.62s S, 34 49m 57.9s W",58062-309
PB,JOAO PESSOA,USF BAIRRO DAS INDUSTRIAS III CIDADE VERDE II,RUA PROJETADA,S/N,DAS INDUSTRIAS,"RUA PROJETADA, DAS INDUSTRIAS, JOAO PESSOA, PB, BRASIL",-7.17848,-34.9156,"Rua das Industrias, 58082-060, João Pessoa","7 10m 42.528s S, 34 54m 56.16s W",58082-060
PB,JOAO PESSOA,USF ANAYDE BEIRIZ,RUA DAS INDUSTRIAS,100,DISTRITO INDUSTRIAL,"RUA DAS INDUSTRIAS, DISTRITO INDUSTRIAL, JOAO PESSOA, PB, BRASIL",-7.1856287,-34.91787670000001,"Rua Engenheiro Ernesto Diniz, Distrito Industrial, João Pessoa, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, 58081-300, Brasil","7 11m 8.26332s S, 34 55m 4.35612s W",58081-300
PB,JOAO PESSOA,USF CASTELO BRANCO I,RUA ABDON MILANEZ,S/N,CASTELO BRANCO,"RUA ABDON MILANEZ, CASTELO BRANCO, JOAO PESSOA, PB, BRASIL",-7.1304427,-34.8440683,"Rua Abdon Milanez, Castelo Branco, João Pessoa, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, 58042-005, Brasil","7 7m 49.5937s S, 34 50m 38.6459s W",58042-005
PB,JOAO PESSOA,CAIS MANGABEIRA,R ROMARIO C DE MORAIS,S/N,MANGABEIRA I,"R ROMARIO C DE MORAIS, MANGABEIRA I, JOAO PESSOA, PB, BRASIL",-7.171439200000001,-34.841364,"Rua Romário C. de Morais, Mangabeira, João Pessoa, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, 58055-541, Brasil","7 10m 17.1811s S, 34 50m 28.9104s W",58055-541
PB,JOAO PESSOA,USF MANDACARU IX,AVENIDA GENERAL OSORIO,280,CENTRO,"AVENIDA GENERAL OSORIO, CENTRO, JOAO PESSOA, PB, BRASIL",-7.121752799999999,-34.8850304,"Avenida General Osório, Centro, João Pessoa, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, 58013-200, Brasil","7 7m 18.3101s S, 34 53m 6.10944s W",58013-200
PB,JOAO PESSOA,USF INTEGRADA QUALIDADE DE VIDA,RUA BOM JESUS,S/N,VARJAO,"RUA BOM JESUS, VARJAO, JOAO PESSOA, PB, BRASIL",-7.158097,-34.8674046,"Rua Bom Jesus, Rangel, João Pessoa, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, 58071-690, Brasil","7 9m 29.1492s S, 34 52m 2.65656s W",58071-690
PB,JOAO PESSOA,USF FUNCIONARIOS I 2 ETAPA,RUA TIRADENTES,448,FUNCIONARIOS I,"RUA TIRADENTES, FUNCIONARIOS I, JOAO PESSOA, PB, BRASIL",-7.1588036,-34.8931924,"Rua Tiradentes, Cidade dos Funcionários, Oitizeiro, João Pessoa, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, 58087-110, Brasil","7 9m 31.693s S, 34 53m 35.4926s W",58087-110
PB,JOAO PESSOA,USF INTEGRADA CIDADE VERDE,RUA LEOPOLDO PEREIRA DE LIMA,S/N,MANGABEIRA VIII,"RUA LEOPOLDO PEREIRA DE LIMA, MANGABEIRA VIII, JOAO PESSOA, PB, BRASIL",-7.178955800000001,-34.833698299999995,"Rua Leopoldo Pereira de Lima, Cidade Verde, Mangabeira, João Pessoa, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, 58057-100, Brasil","7 10m 44.2409s S, 34 50m 1.31388s W",58057-100
PB,JOAO PESSOA,USF CONJUNTO 410,RUA JOSE TOMAZ DE SOUZA,S/N,COLINAS DO SUL,"RUA JOSE TOMAZ DE SOUZA, COLINAS DO SUL, JOAO PESSOA, PB, BRASIL",-7.1967095,-34.8806678,"Rua José Tomaz de Souza, Colinas do Sul, Gramame, João Pessoa, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, 58077-174, Brasil","7 11m 48.1542s S, 34 52m 50.4041s W",58077-174
PB,JOAO PESSOA,USF INTEGRADA GEISEL,RUA JOSE DARCI FERREIRA,S/N,GEISEL,"RUA JOSE DARCI FERREIRA, GEISEL, JOAO PESSOA, PB, BRASIL",-7.177500099999999,-34.8727271,"Rua José Darci Ferreira, Ernesto Geisel, João Pessoa, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, 58075-410, Brasil","7 10m 39.0004s S, 34 52m 21.8176s W",58075-410
PB,JOAO PESSOA,USF INTEGRADA CRUZ DAS ARMAS,AVENIDA CRUZ DAS ARMAS,S/N,CRUZ DAS ARMAS,"AVENIDA CRUZ DAS ARMAS, CRUZ DAS ARMAS, JOAO PESSOA, PB, BRASIL",-7.1533896,-34.8949716,"Avenida Cruz das Armas, Cruz das Armas, João Pessoa, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, 58086-000, Brasil","7 9m 12.2026s S, 34 53m 41.8978s W",58086-000
PB,JOAO PESSOA,USF COLIBRIS,RUA JOSE CANDIDO DA SILVA,48,COLIBRIS,"RUA JOSE CANDIDO DA SILVA, COLIBRIS, JOAO PESSOA, PB, BRASIL",-7.164699499999999,-34.8484448,"Rua José Cândido da Silva, Cidade dos Colibris, João Pessoa, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, 58073-314, Brasil","7 9m 52.9182s S, 34 50m 54.4013s W",58073-314
PB,JOAO PESSOA,USF INTEGRADA COMPLEXO VERDE MARES,RUA JOSE EUSTAQUIO DA FONSECA,S/N,MANGABEIRA VIII,"RUA JOSE EUSTAQUIO DA FONSECA, MANGABEIRA VIII, JOAO PESSOA, PB, BRASIL",-7.17561,-34.82115,"Rua José Eustáquio da Fonseca, 58059-748, João Pessoa","7 10m 32.196s S, 34 49m 16.14s W",58059-748
